customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9906-NHHVC,Female,1,No,No,114.05165846079717,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.525,3517.9,0
2541-YGPKE,Male,0,Yes,Yes,91.05165846079717,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),73.255,2763.35,0
5049-MUBWG,Male,0,No,No,75.05165846079717,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,86.25,1908.35,1
2332-TODQS,Female,0,No,No,97.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.807499999999997,1171.5,0
4419-UJMUS,Male,0,Yes,Yes,118.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,114.25249999999998,6856.45,0
2233-TXSIU,Male,0,Yes,Yes,66.05165846079717,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,51.1175,792.15,0
6770-XUAGN,Female,0,Yes,Yes,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.15,21.0,1
2919-HBCJO,Female,0,No,No,53.051658460797164,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,88.1475,333.6,1
9508-ILZDG,Female,1,No,No,83.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.80249999999998,3190.25,0
5442-BHQNG,Female,0,No,No,51.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,80.90249999999999,139.25,0
7250-EQKIY,Female,0,Yes,Yes,50.051658460797164,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.0175,50.45,1
6838-HVLXG,Female,0,No,No,61.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.345,246.7,0
9767-FFLEM,Male,0,No,No,87.05165846079717,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.925,2625.25,0
2245-ADZFJ,Female,0,Yes,Yes,80.05165846079717,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,92.6325,2471.6,0
1150-WFARN,Female,0,Yes,Yes,116.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,125.06249999999999,7156.2,1
9054-FOWNV,Male,0,Yes,Yes,71.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.06249999999999,1885.15,0
7997-EASSD,Female,0,Yes,No,112.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),93.38,4965.1,1
7560-QJAVJ,Female,0,No,No,119.05165846079717,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.53999999999999,5589.45,0
2668-TZSPS,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.5175,20.45,1
9139-WQQDY,Female,0,Yes,Yes,98.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,115.5175,4941.8,1
6726-NNFWD,Female,1,Yes,No,120.05165846079717,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,102.86749999999999,6435.25,0
9330-DHBFL,Female,0,Yes,Yes,72.05165846079717,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),76.1875,1533.8,1
5727-MYATE,Male,0,Yes,Yes,121.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.41999999999999,6397.6,1
2824-DXNKN,Female,0,Yes,Yes,121.05165846079717,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.1675,5025.85,0
6166-ILMNY,Female,0,No,No,51.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,80.21249999999999,144.55,1
5236-XMZJY,Female,0,No,No,91.05165846079717,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,68.5975,2536.55,0
1709-EJDOX,Female,0,Yes,Yes,96.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.7125,948.9,0
4962-CHQPW,Male,0,No,Yes,78.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.8275,535.05,0
0301-FIDRB,Female,0,Yes,Yes,121.05165846079717,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.36999999999999,4684.3,1
1820-TQVEV,Male,0,No,No,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.98249999999999,69.55,0
9115-YQHGA,Male,0,No,No,89.05165846079717,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.765,2092.9,0
1541-ETJZO,Male,0,No,No,50.051658460797164,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.35749999999999,62.05,1
6230-BSUXY,Female,1,No,No,50.051658460797164,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.74999999999999,85.0,0
6797-LNAQX,Male,0,Yes,Yes,119.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,113.04499999999999,6859.5,1
9588-YRFHY,Male,0,No,No,98.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.884999999999998,1022.6,0
1092-GANHU,Male,0,No,No,66.05165846079717,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.1475,1313.55,1
5951-AOFIH,Male,0,No,No,82.05165846079717,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.36,2245.4,0
7029-RPUAV,Male,1,Yes,No,66.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.5175,1622.45,1
4700-UBQMV,Male,0,Yes,Yes,70.05165846079717,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.285,1549.75,0
3594-UVONA,Female,0,No,No,84.05165846079717,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.8425,3110.1,1
7750-EYXWZ,Female,0,No,No,61.051658460797164,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,69.74749999999999,743.3,0
7054-ENNGU,Female,0,Yes,No,58.051658460797164,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),58.4775,466.6,0
0402-OAMEN,Female,0,Yes,Yes,121.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.117499999999996,1709.1,0
2195-VVRJF,Male,1,Yes,No,67.05165846079717,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.965,1011.05,0
8819-ZBYNA,Female,0,Yes,No,107.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,125.46499999999999,6393.65,0
7748-UMTRK,Female,1,No,Yes,79.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.49499999999999,2974.5,0
1741-WTPON,Male,0,Yes,Yes,105.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,133.2275,6567.9,0
7209-JCUDS,Male,0,No,No,59.051658460797164,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.135,1048.85,1
2485-ITVKB,Female,0,Yes,No,51.051658460797164,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.365,68.75,1
9648-BCHKM,Female,0,Yes,Yes,67.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.347499999999997,471.35,0
0743-HRVFF,Female,0,Yes,Yes,100.05165846079717,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),64.57249999999999,2898.95,0
2522-AHJXR,Male,0,Yes,No,109.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,125.86749999999999,6572.85,1
9143-CANJF,Female,0,Yes,Yes,73.05165846079717,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,63.42249999999999,1319.85,0
1444-VVSGW,Male,0,Yes,No,119.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,132.9975,7968.85,1
6898-MDLZW,Male,0,No,No,61.051658460797164,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.81249999999999,648.65,0
0074-HDKDG,Male,0,Yes,Yes,74.05165846079717,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.83999999999999,1611.0,0
3982-JGSFD,Male,0,No,No,85.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.4025,695.85,0
7928-VJYAB,Male,0,Yes,Yes,60.051658460797164,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.18999999999998,1020.2,0
1522-VVDMG,Male,0,Yes,Yes,56.051658460797164,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.21249999999999,608.8,1
2665-NPTGL,Female,1,Yes,No,75.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.81499999999998,2510.7,1
8728-SKJLR,Male,0,No,No,90.05165846079717,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.38749999999999,3089.1,0
7733-UDMTP,Female,1,No,No,106.05165846079717,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.24999999999999,3094.05,1
0431-APWVY,Female,0,Yes,Yes,77.05165846079717,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.61499999999998,2598.95,1
5081-NWSUP,Female,0,No,No,59.051658460797164,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),74.635,685.55,1
2746-DIJLO,Female,0,No,No,90.05165846079717,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,64.74499999999999,2364.0,0
7277-OZCGZ,Female,0,No,No,71.05165846079717,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.40749999999998,1886.25,0
5236-PERKL,Female,0,No,No,106.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,129.89249999999998,6465.0,0
2788-CJQAQ,Male,0,No,No,62.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.367499999999996,270.2,1
3096-WPXBT,Female,0,Yes,Yes,110.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),115.80499999999999,6018.65,0
9962-BFPDU,Female,0,Yes,Yes,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.057499999999997,20.05,0
2892-GESUL,Female,0,Yes,Yes,67.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.2525,309.25,0
9741-YLNTD,Male,0,No,No,55.051658460797164,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.1425,522.35,0
1205-WNWPJ,Female,0,No,No,56.051658460797164,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.425,415.95,1
3173-NVMPX,Female,0,Yes,Yes,58.051658460797164,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.59499999999999,501.2,0
9661-MHUMO,Male,1,Yes,Yes,50.051658460797164,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.637499999999996,49.25,0
6000-APYLU,Male,0,No,No,58.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.91999999999999,713.1,1
0048-PIHNL,Female,0,Yes,No,98.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.5175,900.9,0
9420-LOJKX,Female,0,No,No,64.05165846079717,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.96499999999999,1426.4,1
7061-OVMIM,Female,0,Yes,Yes,79.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.482499999999998,608.5,0
5671-RQRLP,Female,1,Yes,No,119.05165846079717,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.9975,5411.4,0
5129-JLPIS,Male,0,No,No,74.05165846079717,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,121.32499999999999,2686.05,0
5170-PTRKA,Female,0,Yes,Yes,98.05165846079717,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,41.169999999999995,1782.0,0
4819-HJPIW,Male,0,No,No,67.05165846079717,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,28.922499999999996,476.8,1
8780-RSYYU,Female,0,No,No,74.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.08,532.1,1
2335-GSODA,Male,0,No,Yes,72.05165846079717,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,46.114999999999995,857.75,0
5696-CEIQJ,Male,0,Yes,Yes,116.05165846079717,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.6225,6895.5,0
6169-PPETC,Male,0,Yes,Yes,84.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.575,759.35,0
4237-RLAQD,Male,0,No,No,50.051658460797164,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.7275,45.85,1
7359-WWYJV,Male,0,Yes,No,121.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,131.6175,8375.05,0
8620-RJPZN,Female,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.804999999999996,20.7,1
7426-WEIJX,Male,1,Yes,Yes,109.05165846079717,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.0925,4859.1,1
7629-WIXZF,Female,0,No,No,56.051658460797164,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,67.965,369.25,0
2616-FLVQC,Male,0,No,No,113.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.482499999999998,1240.15,0
9163-GHAYE,Female,0,No,No,64.05165846079717,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.177499999999995,736.8,1
4464-JCOLN,Male,0,Yes,Yes,51.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.8275,35.9,1
2971-SGAFL,Female,0,No,No,62.051658460797164,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5625,995.35,0
4735-ASGMA,Male,0,No,No,75.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.10249999999998,2515.3,1
5245-VDBUR,Female,0,Yes,No,101.05165846079717,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,40.7675,1958.95,1
1493-AMTIE,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.229999999999997,20.2,1
1112-CUNAO,Female,1,No,No,64.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,103.32749999999999,1424.95,1
7571-YXDAD,Female,0,No,No,51.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,86.135,147.15,0
8714-EUHJO,Female,0,Yes,Yes,80.05165846079717,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.8225,2995.45,1
9040-KZVWO,Male,0,No,No,75.05165846079717,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),86.82499999999999,2018.1,0
6713-OKOMC,Female,0,No,No,59.051658460797164,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),34.2125,301.9,0
8749-CLJXC,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.057499999999997,20.05,0
4713-LZDRV,Female,1,No,No,51.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.53999999999999,195.05,1
6598-RFFVI,Male,0,No,No,51.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.195,28.3,1
7470-MCQTK,Female,0,Yes,No,62.051658460797164,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.06249999999999,633.4,1
5524-KHNJP,Male,0,Yes,Yes,82.05165846079717,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),85.96249999999999,2453.3,0
1707-HABPF,Female,1,No,No,95.05165846079717,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,104.99499999999999,4126.35,0
4581-LNWUM,Female,0,No,No,62.051658460797164,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.522499999999994,649.4,1
9710-ZUSHQ,Female,1,No,No,86.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.76249999999999,4056.75,1
1697-LYYYX,Female,0,Yes,Yes,110.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.965,1143.8,0
4013-GUXND,Male,0,No,No,50.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.919999999999998,20.8,0
5022-JNQEQ,Female,0,Yes,Yes,58.051658460797164,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.22749999999999,647.5,0
4983-CCWMC,Male,0,No,No,52.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.03999999999999,207.4,0
6345-FZOQH,Male,0,Yes,No,118.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.884999999999998,1363.45,0
0962-CQPWQ,Female,0,Yes,Yes,111.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.345,1296.15,0
5495-GPSRW,Male,0,No,No,69.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.654999999999998,419.4,0
2252-JHJGE,Male,0,No,No,110.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,119.6,6363.45,0
7356-AYNJP,Female,0,No,No,53.051658460797164,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.484999999999996,97.5,0
2019-HDCZY,Male,0,Yes,No,112.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),117.98999999999998,6296.75,0
8582-KRHPJ,Male,0,No,No,99.05165846079717,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.25,1782.4,0
2867-UIMSS,Male,0,No,No,50.051658460797164,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,92.57499999999999,80.5,1
3487-EARAT,Female,0,Yes,Yes,119.05165846079717,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),85.21499999999999,5222.3,0
9926-PJHDQ,Female,0,Yes,Yes,121.05165846079717,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,88.32,5468.45,0
0289-IVARM,Female,0,No,No,84.05165846079717,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,69.6325,1982.6,1
4672-FOTSD,Male,0,No,No,61.051658460797164,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.33749999999999,832.3,1
6198-PNNSZ,Female,0,Yes,No,105.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,126.26999999999998,6109.65,1
7603-USHJS,Male,0,No,Yes,61.051658460797164,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.8125,871.4,1
6784-XYJAE,Female,0,No,No,85.05165846079717,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),64.16999999999999,1941.5,0
3858-XHYJO,Female,0,Yes,No,89.05165846079717,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,121.6125,4228.55,0
1087-UDSIH,Female,0,No,No,52.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.54,59.75,1
7251-LJBQN,Female,1,No,No,89.05165846079717,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,119.31249999999999,4188.4,0
3200-MNQTF,Male,0,Yes,No,116.05165846079717,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),81.535,4677.1,0
9359-UGBTK,Female,0,No,No,116.05165846079717,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,83.20249999999999,4991.5,0
8160-HOWOX,Female,0,No,No,56.051658460797164,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.87749999999998,458.1,0
0258-NOKBL,Male,0,No,No,52.051658460797164,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,103.96,268.45,1
2800-QQUSO,Male,0,No,No,91.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.34499999999998,4222.95,0
2129-ALKBS,Female,0,Yes,Yes,89.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.129999999999995,1077.5,0
9972-VAFJJ,Female,1,Yes,No,102.05165846079717,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,108.1,4871.45,0
4693-VWVBO,Female,0,No,No,52.051658460797164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.482499999999998,61.05,1
6969-MVBAI,Female,1,No,No,58.051658460797164,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.61499999999998,816.8,0
4821-WQOYN,Female,0,Yes,Yes,121.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.115,1326.25,0
6769-DYBQN,Male,1,No,No,95.05165846079717,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.74999999999999,3969.4,1
4018-PPNDW,Female,0,Yes,Yes,110.05165846079717,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.715,1551.6,0
6288-CHQJB,Female,0,Yes,Yes,103.05165846079717,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,80.4425,3871.85,0
4905-JEFDW,Male,0,No,No,60.051658460797164,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,47.839999999999996,470.6,1
0559-CKHUS,Female,0,Yes,No,78.05165846079717,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.482499999999998,521.8,0
2659-VXMWZ,Male,0,Yes,Yes,116.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,127.99499999999999,7482.1,1
6559-RAKOZ,Male,0,Yes,Yes,98.05165846079717,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,112.6425,4917.9,0
8809-XKHMD,Male,0,Yes,No,121.05165846079717,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,115.6325,7325.1,0
6365-HITVU,Female,0,Yes,Yes,120.05165846079717,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,100.33749999999999,6328.7,0
0134-XWXCE,Female,1,No,No,93.05165846079717,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,86.07749999999999,3268.05,0
9720-JJJOR,Male,0,Yes,Yes,90.05165846079717,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.34499999999998,2511.3,0
2782-LFZVW,Female,0,No,No,60.051658460797164,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.7925,601.6,0
